SUID	abundance	AverageShortestPathLength	BetweennessCentrality	class	ClosenessCentrality	ClusteringCoefficient	degree	Eccentricity	family	genus	isafeature	IsSingleNode	kingdom	Label	lineage	name	negdegree	NeighborhoodConnectivity	NumberOfDirectedEdges	NumberOfUndirectedEdges	order	oriID	PartnerOfMultiEdgedNodePairs	phylum	posdegree	Radiality	samplecount	selected	SelfLoops	shared.name	species	Stress	taxon	TopologicalCoefficient	unknowndegree
1457	0.97662152035309	201.811.125	4,30E-02	Alphaproteobacteria	0.49551282	0.73333333	10	3	none	none	no	FALSE	Bacteria	Caulobacterales	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales	Caulobacterales	2	161.6	10	0	Caulobacterales	Caulobacterales	0	Proteobacteria	8	0.74547219	103	FALSE	0	Caulobacterales	none	1124	Caulobacterales	0.21575434	0
1107	0.97662152035309	201.811.125	4,30E-02	Alphaproteobacteria	0.49551282	0.73333333	10	3	Caulobacteraceae	none	no	FALSE	Bacteria	Caulobacteraceae	Bacteria--Proteobacteria--Alphaproteobacteria--Caulobacterales--Caulobacteraceae	Caulobacteraceae	2	161.6	10	0	Caulobacterales	Caulobacteraceae	0	Proteobacteria	8	0.74547219	103	FALSE	0	Caulobacteraceae	none	1124	Caulobacteraceae	0.21575434	0
2932	0.134096006045261	196.507.115	4,29E-02	none	0.50888743	0.13174603	36	3	none	none	no	FALSE	Unclassified	OTU-BV5denovo56524	Unclassified--OTU_BV5denovo56524	OTU-BV5denovo56524	36	23.572.222.222	36	0	none	OTU-BV5denovo56524	0	none	0	0.75873221	44	FALSE	0	OTU-BV5denovo56524	none	17454	OTU_BV5denovo56524	0.31038647	0
1438	0.0928154717601396	196.119.017	4,26E-02	Flavobacteriia	0.50989446	0.503003	37	3	Flavobacteriaceae	Flavobacterium	no	FALSE	Bacteria	OTU-BV5denovo13270	Bacteria--Bacteroidetes--Flavobacteriia--Flavobacteriales--Flavobacteriaceae--Flavobacterium--OTU_BV5denovo13270	OTU-BV5denovo13270	37	24.337.837.838	37	0	Flavobacteriales	OTU-BV5denovo13270	0	Bacteroidetes	0	0.75970246	22	FALSE	0	OTU-BV5denovo13270	none	10220	OTU_BV5denovo13270	0.31772634	0
1252	0.10212169598474	197.800.776	4,22E-02	Gammaproteobacteria	0.50555919	0.0952381	28	3	Sinobacteraceae	none	no	FALSE	Bacteria	Sinobacteraceae	Bacteria--Proteobacteria--Gammaproteobacteria--Xanthomonadales--Sinobacteraceae	Sinobacteraceae	28	114.25	28	0	Xanthomonadales	Sinobacteraceae	0	Proteobacteria	0	0.75549806	22	FALSE	0	Sinobacteraceae	none	1392	Sinobacteraceae	0.14993438	0
504	0	19.469.599	4,10E-02	Actinobacteria	0.51362126	0.45301418	48	3	Nocardiaceae	Rhodococcus	no	FALSE	Bacteria	OTU-BV5denovo1252	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Nocardiaceae--Rhodococcus--OTU_BV5denovo1252	OTU-BV5denovo1252	48	19.745.833.333	48	0	Actinomycetales	OTU-BV5denovo1252	0	Actinobacteria	0	0.76326003	0	FALSE	0	OTU-BV5denovo1252	none	1504	OTU_BV5denovo1252	0.2577785	0
484	0.155649429889687	194.437.257	4,07E-02	none	0.51430472	0.38860544	49	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo281628	Fungi--OTU_FITS2denovo281628	OTU-FITS2denovo281628	49	21.995.918.367	49	0	none	OTU-FITS2denovo281628	0	none	0	0.76390686	26	FALSE	0	OTU-FITS2denovo281628	none	3302	OTU_FITS2denovo281628	0.2867786	0
1498	0	196.119.017	4,01E-02	Rubrobacteria	0.50989446	0.18168168	37	3	Rubrobacteraceae	Rubrobacter	no	FALSE	Bacteria	OTU-BV5denovo1988	Bacteria--Actinobacteria--Rubrobacteria--Rubrobacterales--Rubrobacteraceae--Rubrobacter--OTU_BV5denovo1988	OTU-BV5denovo1988	37	17.672.972.973	37	0	Rubrobacterales	OTU-BV5denovo1988	0	Actinobacteria	0	0.75970246	0	FALSE	0	OTU-BV5denovo1988	none	1584	OTU_BV5denovo1988	0.23071766	0
929	0.0585968266495347	195.213.454	3,98E-02	none	0.51225977	0.41437632	44	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo32980	Bacteria--OTU_BV5denovo32980	OTU-BV5denovo32980	44	24.272.727.273	44	0	none	OTU-BV5denovo32980	0	none	0	0.76196636	21	FALSE	0	OTU-BV5denovo32980	none	15270	OTU_BV5denovo32980	0.31687634	0
129	0.13735299467496	193.531.695	3,95E-02	Bacilli	0.51671123	0.35213033	57	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo29236	Bacteria--Firmicutes--Bacilli--Bacillales--OTU_BV5denovo29236	OTU-BV5denovo29236	57	21.294.736.842	57	0	Bacillales	OTU-BV5denovo29236	0	Firmicutes	0	0.76617076	30	FALSE	0	OTU-BV5denovo29236	none	3330	OTU_BV5denovo29236	0.27799918	0
1632	0.0734247433827713	195.989.651	3,90E-02	none	0.51023102	0.2972973	37	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo18139	Bacteria--OTU_BV5denovo18139	OTU-BV5denovo18139	37	25.059.459.459	37	0	none	OTU-BV5denovo18139	0	none	0	0.76002587	27	FALSE	0	OTU-BV5denovo18139	none	14718	OTU_BV5denovo18139	0.32672046	0
1573	0.0548788313293007	197.283.312	3,89E-02	none	0.50688525	0.40740741	27	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo257250	Bacteria--OTU_BV5denovo257250	OTU-BV5denovo257250	27	2.472.962.963	27	0	none	OTU-BV5denovo257250	0	none	0	0.75679172	24	FALSE	0	OTU-BV5denovo257250	none	15690	OTU_BV5denovo257250	0.3224202	0
4153	0.0819264295679038	197.412.678	3,89E-02	Alphaproteobacteria	0.50655308	0.30049261	29	3	Sphingomonadaceae	Novosphingobium	no	FALSE	Bacteria	OTU-BV5denovo5777	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--Novosphingobium--OTU_BV5denovo5777	OTU-BV5denovo5777	29	18.755.172.414	29	0	Sphingomonadales	OTU-BV5denovo5777	0	Proteobacteria	0	0.75646831	26	FALSE	0	OTU-BV5denovo5777	none	2016	OTU_BV5denovo5777	0.24548655	0
2069	0.0633205161217777	194.566.624	3,88E-02	none	0.51396277	0.68262411	48	3	none	none	no	FALSE	Unclassified	OTU-BV5denovo239998	Unclassified--OTU_BV5denovo239998	OTU-BV5denovo239998	48	24.545.833.333	48	0	none	OTU-BV5denovo239998	0	none	0	0.76358344	26	FALSE	0	OTU-BV5denovo239998	none	10266	OTU_BV5denovo239998	0.3200239	0
3867	0.0742537591372093	196.119.017	3,83E-02	none	0.50989446	0.1068525	42	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo151671	Bacteria--OTU_BV5denovo151671	OTU-BV5denovo151671	42	24.226.190.476	42	0	none	OTU-BV5denovo151671	0	none	0	0.75970246	26	FALSE	0	OTU-BV5denovo151671	none	15756	OTU_BV5denovo151671	0.32108122	0
7379	0.0737362549824686	198.059.508	3,77E-02	none	0.50489876	0.0968661	27	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo7072	Bacteria--OTU_BV5denovo7072	OTU-BV5denovo7072	27	26.614.814.815	27	0	none	OTU-BV5denovo7072	0	none	0	0.75485123	31	FALSE	0	OTU-BV5denovo7072	none	14016	OTU_BV5denovo7072	0.35055873	0
310	0.091512456755942	196.248.383	3,73E-02	none	0.50955834	0.15679443	42	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo310706	Bacteria--OTU_BV5denovo310706	OTU-BV5denovo310706	42	23.895.238.095	42	0	none	OTU-BV5denovo310706	0	none	0	0.75937904	38	FALSE	0	OTU-BV5denovo310706	none	11502	OTU_BV5denovo310706	0.3147939	0
3679	0.256171223914481	198.059.508	3,71E-02	Bacteroidia	0.50489876	0.03896104	22	3	Prevotellaceae	Prevotella	no	FALSE	Bacteria	melaninogenica	Bacteria--Bacteroidetes--Bacteroidia--Bacteroidales--Prevotellaceae--Prevotella--melaninogenica	melaninogenica	22	32.977.272.727	22	0	Bacteroidales	melaninogenica	0	Bacteroidetes	0	0.75485123	53	FALSE	0	melaninogenica	melaninogenica	30088	melaninogenica	0.43872727	0
2610	0.256171223914481	198.059.508	3,71E-02	Bacteroidia	0.50489876	0.03896104	22	3	Prevotellaceae	none	no	FALSE	Bacteria	Prevotellaceae	Bacteria--Bacteroidetes--Bacteroidia--Bacteroidales--Prevotellaceae	Prevotellaceae	22	32.977.272.727	22	0	Bacteroidales	Prevotellaceae	0	Bacteroidetes	0	0.75485123	53	FALSE	0	Prevotellaceae	none	30088	Prevotellaceae	0.43872727	0
2480	0.256171223914481	198.059.508	3,71E-02	Bacteroidia	0.50489876	0.03896104	22	3	Prevotellaceae	Prevotella	no	FALSE	Bacteria	OTU-BV5denovo2020	Bacteria--Bacteroidetes--Bacteroidia--Bacteroidales--Prevotellaceae--Prevotella--melaninogenica--OTU_BV5denovo2020	OTU-BV5denovo2020	22	32.977.272.727	22	0	Bacteroidales	OTU-BV5denovo2020	0	Bacteroidetes	0	0.75485123	53	FALSE	0	OTU-BV5denovo2020	melaninogenica	30088	OTU_BV5denovo2020	0.43872727	0
1321	0.256171223914481	198.059.508	3,71E-02	Bacteroidia	0.50489876	0.03896104	22	3	none	none	no	FALSE	Bacteria	Bacteroidales	Bacteria--Bacteroidetes--Bacteroidia--Bacteroidales	Bacteroidales	22	32.977.272.727	22	0	Bacteroidales	Bacteroidales	0	Bacteroidetes	0	0.75485123	53	FALSE	0	Bacteroidales	none	30088	Bacteroidales	0.43872727	0
514	0.256171223914481	198.059.508	3,71E-02	Bacteroidia	0.50489876	0.03896104	22	3	Prevotellaceae	Prevotella	no	FALSE	Bacteria	Prevotella	Bacteria--Bacteroidetes--Bacteroidia--Bacteroidales--Prevotellaceae--Prevotella	Prevotella	22	32.977.272.727	22	0	Bacteroidales	Prevotella	0	Bacteroidetes	0	0.75485123	53	FALSE	0	Prevotella	none	30088	Prevotella	0.43872727	0
399	0.256171223914481	198.059.508	3,71E-02	Bacteroidia	0.50489876	0.03896104	22	3	none	none	no	FALSE	Bacteria	Bacteroidia	Bacteria--Bacteroidetes--Bacteroidia	Bacteroidia	22	32.977.272.727	22	0	none	Bacteroidia	0	Bacteroidetes	0	0.75485123	53	FALSE	0	Bacteroidia	none	30088	Bacteroidia	0.43872727	0
868	0.110083404233819	197.542.044	3,70E-02	none	0.50622135	0.19088319	27	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo45086	Bacteria--OTU_BV5denovo45086	OTU-BV5denovo45086	27	30.448.148.148	27	0	none	OTU-BV5denovo45086	0	none	0	0.75614489	41	FALSE	0	OTU-BV5denovo45086	none	27968	OTU_BV5denovo45086	0.40086859	0
848	0.108032604430825	197.412.678	3,64E-02	none	0.50655308	0.07407407	28	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo60882	Bacteria--OTU_BV5denovo60882	OTU-BV5denovo60882	28	30.046.428.571	28	0	none	OTU-BV5denovo60882	0	none	0	0.75646831	40	FALSE	0	OTU-BV5denovo60882	none	27886	OTU_BV5denovo60882	0.39797272	0
815	0.0803069836137996	197.542.044	3,58E-02	Clostridia	0.50622135	0.4384058	24	3	none	none	no	FALSE	Bacteria	Clostridia	Bacteria--Firmicutes--Clostridia	Clostridia	24	24.833.333.333	24	0	none	Clostridia	0	Firmicutes	0	0.75614489	21	FALSE	0	Clostridia	none	3612	Clostridia	0.32335069	0
792	0.0803069836137996	197.542.044	3,58E-02	Clostridia	0.50622135	0.4384058	24	3	none	none	no	FALSE	Bacteria	Clostridiales	Bacteria--Firmicutes--Clostridia--Clostridiales	Clostridiales	24	24.833.333.333	24	0	Clostridiales	Clostridiales	0	Firmicutes	0	0.75614489	21	FALSE	0	Clostridiales	none	3612	Clostridiales	0.32335069	0
411	0.097404201793256	19.767.141	3,55E-02	none	0.50589005	0.10769231	26	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo541568	Bacteria--OTU_BV5denovo541568	OTU-BV5denovo541568	26	30.615.384.615	26	0	none	OTU-BV5denovo541568	0	none	0	0.75582147	38	FALSE	0	OTU-BV5denovo541568	none	27416	OTU_BV5denovo541568	0.40306071	0
679	0.101650319671308	198.447.607	3,32E-02	none	0.50391134	0.36333333	25	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo393843	Bacteria--OTU_BV5denovo393843	OTU-BV5denovo393843	25	249	25	0	none	OTU-BV5denovo393843	0	none	0	0.75388098	37	FALSE	0	OTU-BV5denovo393843	none	9840	OTU_BV5denovo393843	0.32763158	0
80	0.0923799594601698	198.188.875	3,30E-02	none	0.50456919	0.08658009	22	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo267353	Bacteria--OTU_BV5denovo267353	OTU-BV5denovo267353	22	32.572.727.273	22	0	none	OTU-BV5denovo267353	0	none	0	0.75452781	38	FALSE	0	OTU-BV5denovo267353	none	26168	OTU_BV5denovo267353	0.42879387	0
347	0.296566800419537	196.119.017	3,15E-02	Actinobacteria1	0.50989446	0.32132132	37	3	Microbacteriaceae	Salinibacterium	no	FALSE	Bacteria	Salinibacterium	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Microbacteriaceae--Salinibacterium	Salinibacterium	32	16.962.162.162	37	0	Actinomycetales	Salinibacterium	0	Actinobacteria	5	0.75970246	36	FALSE	0	Salinibacterium	none	1284	Salinibacterium	0.22143815	0
315	0.0950110633467723	196.765.847	2,85E-02	none	0.50821828	0.17717718	37	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo275282	Bacteria--OTU_BV5denovo275282	OTU-BV5denovo275282	37	264	37	0	none	OTU-BV5denovo275282	0	none	0	0.75808538	35	FALSE	0	OTU-BV5denovo275282	none	15012	OTU_BV5denovo275282	0.34775487	0
2097	0.0708531410729272	197.412.678	2,84E-02	none	0.50655308	0.09475806	32	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo474384	Bacteria--OTU_BV5denovo474384	OTU-BV5denovo474384	32	26.221.875	32	0	none	OTU-BV5denovo474384	0	none	0	0.75646831	30	FALSE	0	OTU-BV5denovo474384	none	14526	OTU_BV5denovo474384	0.34790007	0
1583	0.132487573152158	194.178.525	2,84E-02	Bacilli	0.51499001	0.59863946	49	3	Staphylococcaceae	none	no	FALSE	Bacteria	Staphylococcaceae	Bacteria--Firmicutes--Bacilli--Bacillales--Staphylococcaceae	Staphylococcaceae	49	20.759.183.673	49	0	Bacillales	Staphylococcaceae	0	Firmicutes	0	0.76455369	20	FALSE	0	Staphylococcaceae	none	1546	Staphylococcaceae	0.26995037	0
228	0.132487573152158	194.178.525	2,84E-02	Bacilli	0.51499001	0.59863946	49	3	Staphylococcaceae	Staphylococcus	no	FALSE	Bacteria	Staphylococcus	Bacteria--Firmicutes--Bacilli--Bacillales--Staphylococcaceae--Staphylococcus	Staphylococcus	49	20.759.183.673	49	0	Bacillales	Staphylococcus	0	Firmicutes	0	0.76455369	20	FALSE	0	Staphylococcus	none	1546	Staphylococcus	0.26995037	0
5207	241.975.400.618.555	201.293.661	2,82E-02	Gammaproteobacteria	0.49678663	0.30555556	9	3	none	none	no	FALSE	Bacteria	Pseudomonadales	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales	Pseudomonadales	5	34.533.333.333	9	0	Pseudomonadales	Pseudomonadales	0	Proteobacteria	4	0.74676585	148	FALSE	0	Pseudomonadales	none	844	Pseudomonadales	0.45800177	0
4914	189.557.175.499.108	201.293.661	2,82E-02	Gammaproteobacteria	0.49678663	0.30555556	9	3	Pseudomonadaceae	Pseudomonas	no	FALSE	Bacteria	Pseudomonas	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Pseudomonadaceae--Pseudomonas	Pseudomonas	5	34.533.333.333	9	0	Pseudomonadales	Pseudomonas	0	Proteobacteria	4	0.74676585	143	FALSE	0	Pseudomonas	none	844	Pseudomonas	0.45800177	0
1934	0.0928970553418781	196.507.115	2,81E-02	Rubrobacteria	0.50888743	0.20499109	34	3	Rubrobacteraceae	none	no	FALSE	Bacteria	Rubrobacteraceae	Bacteria--Actinobacteria--Rubrobacteria--Rubrobacterales--Rubrobacteraceae	Rubrobacteraceae	34	18.594.117.647	34	0	Rubrobacterales	Rubrobacteraceae	0	Actinobacteria	0	0.75873221	22	FALSE	0	Rubrobacteraceae	none	1302	Rubrobacteraceae	0.24274305	0
499	0	196.507.115	2,81E-02	Rubrobacteria	0.50888743	0.20499109	34	3	Rubrobacteraceae	Rubrobacter	no	FALSE	Bacteria	Rubrobacter	Bacteria--Actinobacteria--Rubrobacteria--Rubrobacterales--Rubrobacteraceae--Rubrobacter	Rubrobacter	34	18.594.117.647	34	0	Rubrobacterales	Rubrobacter	0	Actinobacteria	0	0.75873221	0	FALSE	0	Rubrobacter	none	1302	Rubrobacter	0.24274305	0
332	0.0928970553418781	196.507.115	2,81E-02	Rubrobacteria	0.50888743	0.20499109	34	3	none	none	no	FALSE	Bacteria	Rubrobacterales	Bacteria--Actinobacteria--Rubrobacteria--Rubrobacterales	Rubrobacterales	34	18.594.117.647	34	0	Rubrobacterales	Rubrobacterales	0	Actinobacteria	0	0.75873221	22	FALSE	0	Rubrobacterales	none	1302	Rubrobacterales	0.24274305	0
159	0.0928970553418781	196.507.115	2,81E-02	Rubrobacteria	0.50888743	0.20499109	34	3	none	none	no	FALSE	Bacteria	Rubrobacteria	Bacteria--Actinobacteria--Rubrobacteria	Rubrobacteria	34	18.594.117.647	34	0	none	Rubrobacteria	0	Actinobacteria	0	0.75873221	22	FALSE	0	Rubrobacteria	none	1302	Rubrobacteria	0.24274305	0
2062	0.191100453840435	194.178.525	2,74E-02	Alphaproteobacteria	0.51499001	0.36802413	52	3	Sphingomonadaceae	none	no	FALSE	Bacteria	OTU-BV5denovo405925	Bacteria--Proteobacteria--Alphaproteobacteria--Sphingomonadales--Sphingomonadaceae--OTU_BV5denovo405925	OTU-BV5denovo405925	52	19.707.692.308	52	0	Sphingomonadales	OTU-BV5denovo405925	0	Proteobacteria	0	0.76455369	39	FALSE	0	OTU-BV5denovo405925	none	1774	OTU_BV5denovo405925	0.25728058	0
799	0.193683956874241	195.730.918	2,63E-02	Actinobacteria1	0.51090549	0.32115172	43	3	Geodermatophilaceae	none	no	FALSE	Bacteria	Geodermatophilaceae	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Geodermatophilaceae	Geodermatophilaceae	43	19.120.930.233	43	0	Actinomycetales	Geodermatophilaceae	0	Actinobacteria	0	0.7606727	35	FALSE	0	Geodermatophilaceae	none	1796	Geodermatophilaceae	0.25060197	0
1439	0.126455050256677	197.800.776	2,62E-02	none	0.50555919	0.26811594	24	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo9547	Fungi--OTU_FITS2denovo9547	OTU-FITS2denovo9547	24	282.75	24	0	none	OTU-FITS2denovo9547	0	none	0	0.75549806	24	FALSE	0	OTU-FITS2denovo9547	none	10070	OTU_FITS2denovo9547	0.36912533	0
1849	0.0954190101041803	197.542.044	2,58E-02	none	0.50622135	0.21774194	32	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo42909	Bacteria--OTU_BV5denovo42909	OTU-BV5denovo42909	32	253.75	32	0	none	OTU-BV5denovo42909	0	none	0	0.75614489	34	FALSE	0	OTU-BV5denovo42909	none	8576	OTU_BV5denovo42909	0.33388158	0
474	0.05766052718372	196.507.115	2,56E-02	none	0.50888743	0.28024194	32	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo473541	Bacteria--OTU_BV5denovo473541	OTU-BV5denovo473541	32	2.664.375	32	0	none	OTU-BV5denovo473541	0	none	0	0.75873221	23	FALSE	0	OTU-BV5denovo473541	none	10508	OTU_BV5denovo473541	0.34692383	0
1189	0.242457299363039	197.412.678	2,52E-02	none	0.50655308	0.45846154	26	3	none	none	no	FALSE	Unclassified	OTU-FITS2denovo260710	Unclassified--OTU_FITS2denovo260710	OTU-FITS2denovo260710	26	25.734.615.385	26	0	none	OTU-FITS2denovo260710	0	none	0	0.75646831	28	FALSE	0	OTU-FITS2denovo260710	none	7936	OTU_FITS2denovo260710	0.33552302	0
1723	0.0551503120701523	197.930.142	2,45E-02	none	0.50522876	0.11640212	28	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo425063	Bacteria--OTU_BV5denovo425063	OTU-BV5denovo425063	28	28.453.571.429	28	0	none	OTU-BV5denovo425063	0	none	0	0.75517464	32	FALSE	0	OTU-BV5denovo425063	none	14220	OTU_BV5denovo425063	0.37749004	0
718	0.085228905350661	196.895.213	2,41E-02	none	0.50788436	0.28602151	31	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo263747	Bacteria--OTU_BV5denovo263747	OTU-BV5denovo263747	31	28.012.903.226	31	0	none	OTU-BV5denovo263747	0	none	0	0.75776197	32	FALSE	0	OTU-BV5denovo263747	none	14348	OTU_BV5denovo263747	0.3657037	0
1648	0.182773814992533	195.601.552	2,39E-02	none	0.51124339	0.45031712	44	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo60184	Fungi--OTU_FITS2denovo60184	OTU-FITS2denovo60184	44	22.897.727.273	44	0	none	OTU-FITS2denovo60184	0	none	0	0.76099612	26	FALSE	0	OTU-FITS2denovo60184	none	1654	OTU_FITS2denovo60184	0.30010127	0
611	0.232843523075002	194.566.624	2,35E-02	Bacilli	0.51396277	0.48847518	48	3	Streptococcaceae	Streptococcus	no	FALSE	Bacteria	OTU-BV5denovo260458	Bacteria--Firmicutes--Bacilli--Lactobacillales--Streptococcaceae--Streptococcus--OTU_BV5denovo260458	OTU-BV5denovo260458	48	23.527.083.333	48	0	Lactobacillales	OTU-BV5denovo260458	0	Firmicutes	0	0.76358344	39	FALSE	0	OTU-BV5denovo260458	none	2756	OTU_BV5denovo260458	0.30674163	0
2236	225.402.978.832.939	201.552.393	2,33E-02	Gammaproteobacteria	0.49614891	0.21428571	8	3	Pseudomonadaceae	none	no	FALSE	Bacteria	Pseudomonadaceae	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Pseudomonadaceae	Pseudomonadaceae	5	385	8	0	Pseudomonadales	Pseudomonadaceae	0	Proteobacteria	3	0.74611902	146	FALSE	0	Pseudomonadaceae	none	822	Pseudomonadaceae	0.51283333	0
604	0.0907838944055127	198.059.508	2,32E-02	none	0.50489876	0.1984127	28	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo177457	Bacteria--OTU_BV5denovo177457	OTU-BV5denovo177457	28	27.567.857.143	28	0	none	OTU-BV5denovo177457	0	none	0	0.75485123	33	FALSE	0	OTU-BV5denovo177457	none	10368	OTU_BV5denovo177457	0.36316582	0
1695	0.124949649959675	197.412.678	2,32E-02	none	0.50655308	0.10416667	33	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo397545	Bacteria--OTU_BV5denovo397545	OTU-BV5denovo397545	33	27.263.636.364	33	0	none	OTU-BV5denovo397545	0	none	0	0.75646831	43	FALSE	0	OTU-BV5denovo397545	none	10834	OTU_BV5denovo397545	0.36134555	0
1900	0.0947408216340748	197.800.776	2,21E-02	none	0.50555919	0.22150538	31	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo379083	Bacteria--OTU_BV5denovo379083	OTU-BV5denovo379083	31	264	31	0	none	OTU-BV5denovo379083	0	none	0	0.75549806	33	FALSE	0	OTU-BV5denovo379083	none	8560	OTU_BV5denovo379083	0.34782609	0
1771	0.130990283492748	198.059.508	2,20E-02	none	0.50489876	0.15099715	27	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo305959	Bacteria--OTU_BV5denovo305959	OTU-BV5denovo305959	27	30.037.037.037	27	0	none	OTU-BV5denovo305959	0	none	0	0.75485123	43	FALSE	0	OTU-BV5denovo305959	none	14248	OTU_BV5denovo305959	0.39850475	0
254	0.0853167753585155	198.059.508	2,17E-02	none	0.50489876	0.20512821	27	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo29395	Bacteria--OTU_BV5denovo29395	OTU-BV5denovo29395	27	300	27	0	none	OTU-BV5denovo29395	0	none	0	0.75485123	34	FALSE	0	OTU-BV5denovo29395	none	14352	OTU_BV5denovo29395	0.39515932	0
216	0.0951676869593949	196.636.481	2,14E-02	none	0.50855263	0.20265152	33	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo252780	Bacteria--OTU_BV5denovo252780	OTU-BV5denovo252780	33	26.672.727.273	33	0	none	OTU-BV5denovo252780	0	none	0	0.7584088	35	FALSE	0	OTU-BV5denovo252780	none	8664	OTU_BV5denovo252780	0.34820793	0
161	0.101793142305503	198.447.607	2,14E-02	none	0.50391134	0.16666667	24	3	none	none	no	FALSE	Unclassified	OTU-BV5denovo233585	Unclassified--OTU_BV5denovo233585	OTU-BV5denovo233585	24	24.104.166.667	24	0	none	OTU-BV5denovo233585	0	none	0	0.75388098	40	FALSE	0	OTU-BV5denovo233585	none	13032	OTU_BV5denovo233585	0.31966578	0
2168	0.165724217856164	194.566.624	2,03E-02	Gammaproteobacteria	0.51396277	0.45469388	50	3	Moraxellaceae	Acinetobacter	no	FALSE	Bacteria	Acinetobacter	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Moraxellaceae--Acinetobacter	Acinetobacter	50	230.32	50	0	Pseudomonadales	Acinetobacter	0	Proteobacteria	0	0.76358344	31	FALSE	0	Acinetobacter	none	1986	Acinetobacter	0.3010719	0
1366	0.165724217856164	194.566.624	2,03E-02	Gammaproteobacteria	0.51396277	0.45469388	50	3	Moraxellaceae	none	no	FALSE	Bacteria	Moraxellaceae	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Moraxellaceae	Moraxellaceae	50	230.32	50	0	Pseudomonadales	Moraxellaceae	0	Proteobacteria	0	0.76358344	31	FALSE	0	Moraxellaceae	none	1986	Moraxellaceae	0.3010719	0
370	0.165724217856164	194.566.624	2,03E-02	Gammaproteobacteria	0.51396277	0.45469388	50	3	Moraxellaceae	Acinetobacter	no	FALSE	Bacteria	OTU-BV5denovo16746	Bacteria--Proteobacteria--Gammaproteobacteria--Pseudomonadales--Moraxellaceae--Acinetobacter--OTU_BV5denovo16746	OTU-BV5denovo16746	50	230.32	50	0	Pseudomonadales	OTU-BV5denovo16746	0	Proteobacteria	0	0.76358344	31	FALSE	0	OTU-BV5denovo16746	none	1986	OTU_BV5denovo16746	0.3010719	0
1397	0.0737353123392622	197.412.678	2,01E-02	Actinobacteria	0.50655308	0.52666667	25	3	Pseudonocardiaceae	Actinomycetospora	no	FALSE	Bacteria	OTU-BV5denovo1907	Bacteria--Actinobacteria--Actinobacteria1--Actinomycetales--Pseudonocardiaceae--Actinomycetospora--OTU_BV5denovo1907	OTU-BV5denovo1907	25	272.96	25	0	Actinomycetales	OTU-BV5denovo1907	0	Actinobacteria	0	0.75646831	25	FALSE	0	OTU-BV5denovo1907	none	7868	OTU_BV5denovo1907	0.35541667	0
2351	0.466954666163464	198.059.508	1,99E-02	none	0.50489876	0.13054187	29	3	none	none	no	FALSE	Fungi	OTU-FITS2denovo3132	Fungi--OTU_FITS2denovo3132	OTU-FITS2denovo3132	29	27.375.862.069	29	0	none	OTU-FITS2denovo3132	0	none	0	0.75485123	52	FALSE	0	OTU-FITS2denovo3132	none	8422	OTU_FITS2denovo3132	0.36068329	0
1486	0.0972448377703422	198.059.508	1,96E-02	none	0.50489876	0.16666667	28	3	none	none	no	FALSE	Bacteria	OTU-BV5denovo337200	Bacteria--OTU_BV5denovo337200	OTU-BV5denovo337200	28	28.864.285.714	28	0	none	OTU-BV5denovo337200	0	none	0	0.75485123	41	FALSE	0	OTU-BV5denovo337200	none	10446	OTU_BV5denovo337200	0.38024657	0
