X.SampleID	Year	Plate	Country	Site	Biome	Soil_type	Compartment	Infection	Description	Barcode	Run	Latitude	Longitude	Altitude	Annual_Temp	Min_Temp_Ave	Min_Temp_Abs	Max_Temp_Ave	Max_Temp_Abs	Annual_Rain	Min_Rain_Abs	Max_Rain_Abs	Rare_taxa_status	Chlorophyta_rare_taxa_status	Conosa_rare_taxa_status	Ochrophyta_rare_taxa_status	Cercozoa_rare_taxa_status	Ciliophora_rare_taxa_status	Lobosa_rare_taxa_status	Metazoa_rare_taxa_status	Discoba_rare_taxa_status	Discoba_taxa_status	Chlorophyta_taxa_status	Ochrophyta_taxa_status	Bracteacoccus_taxa_status	Apicomplexa_taxa_status	Lobosa_taxa_status	Conosa_taxa_status	Metazoa_taxa_status	Ciliophora_taxa_status	Cercozoa_taxa_status	Lecanorales_taxa_status	Helotiales_taxa_status
T011	2016	A	Germany	WH	Urban	Rocky	Epi	Infected	D059	D.BacV3.11	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T012	2016	A	Germany	WH	Urban	Rocky	Epi	Infected	D060	D.BacV3.12	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T013	2016	C	Sweden	KFA	Natural	Rocky	Epi	Uninfected	D061	D.BacV3.13	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T014	2016	C	Sweden	KFA	Natural	Rocky	Epi	Uninfected	D062	D.BacV3.14	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	NA	NA
T015	2016	C	Sweden	KFA	Natural	Rocky	Epi	Uninfected	D063	D.BacV3.15	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T016	2016	C	Sweden	KFA	Natural	Rocky	Endo	Uninfected	D064	D.BacV3.16	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	NA	NA
T017	2016	C	Sweden	KFA	Natural	Rocky	Endo	Uninfected	D065	D.BacV3.17	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T018	2016	C	Sweden	KFA	Natural	Rocky	Endo	Uninfected	D066	D.BacV3.18	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_positive	Chlorophyta_rare_taxa_positive	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_positive	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_positive	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_positive	NA	NA
T019	2016	C	Sweden	KFB	Natural	Rocky	Epi	Uninfected	D067	D.BacV3.19	D	63.07	18.32	31	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T020	2016	C	Sweden	KFB	Natural	Rocky	Epi	Uninfected	D068	D.BacV3.20	D	63.07	18.32	31	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_negative	Ciliophora_positive	Cercozoa_positive	NA	NA
T021	2016	C	Sweden	KFB	Natural	Rocky	Epi	Uninfected	D069	D.BacV3.21	D	63.07	18.32	31	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_negative	Ciliophora_positive	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T022	2016	C	Sweden	KFB	Natural	Rocky	Endo	Uninfected	D070	D.BacV3.22	D	63.07	18.32	31	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T023	2016	C	Sweden	KFB	Natural	Rocky	Endo	Uninfected	D071	D.BacV3.23	D	63.07	18.32	31	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T024	2016	C	Sweden	KFB	Natural	Rocky	Endo	Uninfected	D072	D.BacV3.24	D	63.07	18.32	31	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T025	2017	E	Spain	CDC	Suburban	Sandy	Epi	Uninfected	D073	D.BacV3.25	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T026	2017	E	Spain	CDC	Suburban	Sandy	Epi	Uninfected	D074	D.BacV3.26	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T027	2017	E	Spain	CDC	Suburban	Sandy	Epi	Uninfected	D075	D.BacV3.27	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T028	2017	E	Spain	CDC	Suburban	Sandy	Endo	Uninfected	D076	D.BacV3.28	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T029	2017	E	Spain	CDC	Suburban	Sandy	Endo	Uninfected	D077	D.BacV3.29	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T030	2017	E	Spain	CDC	Suburban	Sandy	Endo	Uninfected	D078	D.BacV3.30	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T031	2017	E	Spain	CDC	Suburban	Sandy	Epi	Infected	D079	D.BacV3.31	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T032	2017	E	Spain	CDC	Suburban	Sandy	Epi	Infected	D080	D.BacV3.32	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T033	2017	E	Spain	CDC	Suburban	Sandy	Epi	Infected	D081	D.BacV3.33	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T034	2017	E	Spain	CDC	Suburban	Sandy	Endo	Infected	D082	D.BacV3.34	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_positive	Helotiales_positive
T035	2017	E	Spain	CDC	Suburban	Sandy	Endo	Infected	D083	D.BacV3.35	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T036	2017	E	Spain	CDC	Suburban	Sandy	Endo	Infected	D084	D.BacV3.36	D	41.21	-4.55	787	12.31	5.8	-0.3	18.5	30.6	439.7	14.9	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T037	2015	G	France	LA	Suburban	Rocky	Epi	Infected	D085	D.BacV3.37	D	43.56	1.65	246	12.5	5.1	0.8	19.9	26.7	749	43	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T038	2015	G	France	LA	Suburban	Rocky	Epi	Infected	D086	D.BacV3.38	D	43.56	1.65	246	12.5	5.1	0.8	19.9	26.7	749	43	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T039	2015	G	France	LA	Suburban	Rocky	Epi	Infected	D087	D.BacV3.39	D	43.56	1.65	246	12.5	5.1	0.8	19.9	26.7	749	43	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T040	2015	H	Germany	EY	Urban	Rocky	Epi	Uninfected	D088	D.BacV3.40	D	48.45	8.78	386	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_negative	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T041	2015	H	Germany	EY	Urban	Rocky	Epi	Uninfected	D089	D.BacV3.41	D	48.45	8.78	386	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T042	2015	H	Germany	EY	Urban	Rocky	Epi	Uninfected	D090	D.BacV3.42	D	48.45	8.78	386	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_positive	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	NA	NA
T043	2015	G	France	CH	Suburban	Humic	Epi	Uninfected	D091	D.BacV3.43	D	43.31	1.52	198	12.8	5.4	1.1	20.2	26.9	719	44	76	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_positive	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T044	2015	G	France	CH	Suburban	Humic	Epi	Uninfected	D092	D.BacV3.44	D	43.31	1.52	198	12.8	5.4	1.1	20.2	26.9	719	44	76	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_positive	Helotiales_positive
T045	2015	G	France	CH	Suburban	Humic	Epi	Uninfected	D093	D.BacV3.45	D	43.31	1.52	198	12.8	5.4	1.1	20.2	26.9	719	44	76	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_positive	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T046	2015	H	Germany	ERG	Urban	Rocky	Epi	Infected	D094	D.BacV3.46	D	48.5	8.81	471	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_positive	Helotiales_positive
T047	2015	H	Germany	ERG	Urban	Rocky	Epi	Infected	D095	D.BacV3.47	D	48.5	8.81	471	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T048	2015	H	Germany	ERG	Urban	Rocky	Epi	Infected	D096	D.BacV3.48	D	48.5	8.81	471	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T001	2016	A	Germany	JUG	Suburban	Rocky	Epi	Uninfected	D097	D.Otrad.1	D	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_positive	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_positive	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T002	2016	A	Germany	JUG	Suburban	Rocky	Epi	Uninfected	D098	D.Otrad.2	D	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lecanorales_negative	Helotiales_positive
T003	2016	A	Germany	JUG	Suburban	Rocky	Epi	Uninfected	D099	D.Otrad.3	D	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T004	2016	A	Germany	JUG	Suburban	Rocky	Epi	Infected	D100	D.Otrad.4	D	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_positive	Helotiales_positive
T005	2016	A	Germany	JUG	Suburban	Rocky	Epi	Infected	D101	D.Otrad.5	D	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_positive	Helotiales_positive
T006	2016	A	Germany	JUG	Suburban	Rocky	Epi	Infected	D102	D.Otrad.6	D	48.56	9.13	431	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_negative	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_positive	Helotiales_positive
T007	2016	A	Germany	WH	Urban	Rocky	Epi	Uninfected	D103	D.Otrad.7	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_positive	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_positive	Helotiales_positive
T008	2016	A	Germany	WH	Urban	Rocky	Epi	Uninfected	D104	D.Otrad.8	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_positive	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T009	2016	A	Germany	WH	Urban	Rocky	Epi	Uninfected	D105	D.Otrad.9	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_positive	Helotiales_positive
T010	2016	A	Germany	WH	Urban	Rocky	Epi	Infected	D106	D.Otrad.10	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T011	2016	A	Germany	WH	Urban	Rocky	Epi	Infected	D107	D.Otrad.11	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T012	2016	A	Germany	WH	Urban	Rocky	Epi	Infected	D108	D.Otrad.12	D	48.51	8.94	387	9.21	4.83	-25.6	13.68	37.7	703.88	0.4	199.9	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_positive	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_positive	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T013	2016	C	Sweden	KFA	Natural	Rocky	Epi	Uninfected	D109	D.Otrad.13	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_positive	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	Lecanorales_negative	Helotiales_positive
T014	2016	C	Sweden	KFA	Natural	Rocky	Epi	Uninfected	D110	D.Otrad.14	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	general_rare_taxa_negative	Chlorophyta_rare_taxa_negative	Conosa_rare_taxa_negative	Ochrophyta_rare_taxa_negative	Cercozoa_rare_taxa_negative	Ciliophora_rare_taxa_negative	Lobosa_rare_taxa_negative	Metazoa_rare_taxa_negative	Discoba_rare_taxa_negative	Discoba_negative	Chlorophyta_negative	Ochrophyta_negative	Bracteacoccus_negative	Apicomplexa_negative	Lobosa_positive	Conosa_negative	Metazoa_positive	Ciliophora_negative	Cercozoa_positive	NA	NA
T015	2016	C	Sweden	KFA	Natural	Rocky	Epi	Uninfected	D111	D.Otrad.15	D	63.02	18.32	16	3.1	-1.27	-34.7	7.36	32	718.39	0.7	323.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
